micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,generation_status,naming_note
G06-N-BASE-03-C1,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,概念辨識,處理總和/差與倍數關係的反推；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-BASE-03-P1,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,標準程序,處理總和/差與倍數關係的反推；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-BASE-03-R1,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,逆向求未知,處理總和/差與倍數關係的反推；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-BASE-03-A1,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,情境應用,處理總和/差與倍數關係的反推；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-BASE-03-V1,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,表徵轉換,處理總和/差與倍數關係的反推；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-BASE-03-T1,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,變形進階,處理總和/差與倍數關係的反推；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-BASE-03-X1,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,跨單元整合,處理總和/差與倍數關係的反推；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-PATTERN-01-C1,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,概念辨識,從圖形/數列找出變化規則並延伸；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-PATTERN-01-P1,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,標準程序,從圖形/數列找出變化規則並延伸；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-PATTERN-01-R1,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,逆向求未知,從圖形/數列找出變化規則並延伸；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-PATTERN-01-A1,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,情境應用,從圖形/數列找出變化規則並延伸；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-PATTERN-01-V1,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,表徵轉換,從圖形/數列找出變化規則並延伸；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-PATTERN-01-T1,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,變形進階,從圖形/數列找出變化規則並延伸；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-PATTERN-01-X1,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,跨單元整合,從圖形/數列找出變化規則並延伸；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-INVARIANT-01-C1,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,概念辨識,觀察兩量同步變化下結果保持不變的條件；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-INVARIANT-01-P1,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,標準程序,觀察兩量同步變化下結果保持不變的條件；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-INVARIANT-01-R1,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,逆向求未知,觀察兩量同步變化下結果保持不變的條件；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-INVARIANT-01-A1,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,情境應用,觀察兩量同步變化下結果保持不變的條件；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-INVARIANT-01-V1,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,表徵轉換,觀察兩量同步變化下結果保持不變的條件；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-INVARIANT-01-T1,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,變形進階,觀察兩量同步變化下結果保持不變的條件；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-INVARIANT-01-X1,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,跨單元整合,觀察兩量同步變化下結果保持不變的條件；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-INTERVAL-01-C1,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,概念辨識,區分點數與間隔數並處理封閉/不封閉情境；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-INTERVAL-01-P1,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,標準程序,區分點數與間隔數並處理封閉/不封閉情境；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-INTERVAL-01-R1,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,逆向求未知,區分點數與間隔數並處理封閉/不封閉情境；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-INTERVAL-01-A1,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,情境應用,區分點數與間隔數並處理封閉/不封閉情境；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-INTERVAL-01-V1,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,表徵轉換,區分點數與間隔數並處理封閉/不封閉情境；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-INTERVAL-01-T1,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,變形進階,區分點數與間隔數並處理封閉/不封閉情境；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-INTERVAL-01-X1,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,跨單元整合,區分點數與間隔數並處理封閉/不封閉情境；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-COUNT-01-C1,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,概念辨識,用系統列舉、表格或乘法原理計數；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-COUNT-01-P1,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,標準程序,用系統列舉、表格或乘法原理計數；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-COUNT-01-R1,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,逆向求未知,用系統列舉、表格或乘法原理計數；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-COUNT-01-A1,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,情境應用,用系統列舉、表格或乘法原理計數；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-COUNT-01-V1,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,表徵轉換,用系統列舉、表格或乘法原理計數；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-COUNT-01-T1,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,變形進階,用系統列舉、表格或乘法原理計數；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-COUNT-01-X1,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,跨單元整合,用系統列舉、表格或乘法原理計數；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-AGES-01-C1,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,概念辨識,利用年齡差不變與時間平移建立關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-AGES-01-P1,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,標準程序,利用年齡差不變與時間平移建立關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-AGES-01-R1,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,逆向求未知,利用年齡差不變與時間平移建立關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-AGES-01-A1,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,情境應用,利用年齡差不變與時間平移建立關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-AGES-01-V1,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,表徵轉換,利用年齡差不變與時間平移建立關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-AGES-01-T1,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,變形進階,利用年齡差不變與時間平移建立關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-AGES-01-X1,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,跨單元整合,利用年齡差不變與時間平移建立關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-SUMDIFF-01-C1,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,概念辨識,以和、差建立兩未知量關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-SUMDIFF-01-P1,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,標準程序,以和、差建立兩未知量關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-SUMDIFF-01-R1,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,逆向求未知,以和、差建立兩未知量關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-SUMDIFF-01-A1,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,情境應用,以和、差建立兩未知量關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-SUMDIFF-01-V1,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,表徵轉換,以和、差建立兩未知量關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-SUMDIFF-01-T1,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,變形進階,以和、差建立兩未知量關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-SUMDIFF-01-X1,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,跨單元整合,以和、差建立兩未知量關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-CHICKEN-01-C1,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,概念辨識,以假設替換/關係式處理兩類對象總數與總量；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-CHICKEN-01-P1,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,標準程序,以假設替換/關係式處理兩類對象總數與總量；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-CHICKEN-01-R1,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,逆向求未知,以假設替換/關係式處理兩類對象總數與總量；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-CHICKEN-01-A1,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,情境應用,以假設替換/關係式處理兩類對象總數與總量；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-CHICKEN-01-V1,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,表徵轉換,以假設替換/關係式處理兩類對象總數與總量；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-CHICKEN-01-T1,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,變形進階,以假設替換/關係式處理兩類對象總數與總量；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-CHICKEN-01-X1,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,跨單元整合,以假設替換/關係式處理兩類對象總數與總量；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-EXPR-01-C1,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,概念辨識,用符號表示兩量或多量關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-EXPR-01-P1,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,標準程序,用符號表示兩量或多量關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-EXPR-01-R1,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,逆向求未知,用符號表示兩量或多量關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-EXPR-01-A1,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,情境應用,用符號表示兩量或多量關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-EXPR-01-V1,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,表徵轉換,用符號表示兩量或多量關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-EXPR-01-T1,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,變形進階,用符號表示兩量或多量關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-EXPR-01-X1,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,跨單元整合,用符號表示兩量或多量關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-SCALE-01-C1,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,概念辨識,理解對應角相等、對應邊成比例；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-SCALE-01-P1,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,標準程序,理解對應角相等、對應邊成比例；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-SCALE-01-R1,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,逆向求未知,理解對應角相等、對應邊成比例；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-SCALE-01-A1,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,情境應用,理解對應角相等、對應邊成比例；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-SCALE-01-V1,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,表徵轉換,理解對應角相等、對應邊成比例；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-SCALE-01-T1,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,變形進階,理解對應角相等、對應邊成比例；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-SCALE-01-X1,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,跨單元整合,理解對應角相等、對應邊成比例；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-SCALE-02-C1,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,概念辨識,按指定倍數在方格/座標上繪製；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-SCALE-02-P1,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,標準程序,按指定倍數在方格/座標上繪製；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-SCALE-02-R1,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,逆向求未知,按指定倍數在方格/座標上繪製；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-SCALE-02-A1,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,情境應用,按指定倍數在方格/座標上繪製；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-SCALE-02-V1,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,表徵轉換,按指定倍數在方格/座標上繪製；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-SCALE-02-T1,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,變形進階,按指定倍數在方格/座標上繪製；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-SCALE-02-X1,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,跨單元整合,按指定倍數在方格/座標上繪製；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-01-C1,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,概念辨識,理解數值比例尺、線段比例尺與圖上/實際距離；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-01-P1,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,標準程序,理解數值比例尺、線段比例尺與圖上/實際距離；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-01-R1,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,逆向求未知,理解數值比例尺、線段比例尺與圖上/實際距離；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-01-A1,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,情境應用,理解數值比例尺、線段比例尺與圖上/實際距離；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-01-V1,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,表徵轉換,理解數值比例尺、線段比例尺與圖上/實際距離；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-01-T1,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,變形進階,理解數值比例尺、線段比例尺與圖上/實際距離；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-01-X1,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,跨單元整合,理解數值比例尺、線段比例尺與圖上/實際距離；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-02-C1,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,概念辨識,求圖上距離、實際距離或比例尺；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-02-P1,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,標準程序,求圖上距離、實際距離或比例尺；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-02-R1,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,逆向求未知,求圖上距離、實際距離或比例尺；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-02-A1,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,情境應用,求圖上距離、實際距離或比例尺；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-02-V1,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,表徵轉換,求圖上距離、實際距離或比例尺；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
